claim_id	entity	context
Q47005-284F72FF-25ED-426B-9D91-97EBAE88B727	Mature V.	Ez zen besterik John Forden My darling Clementine («Pasión de los fuertes», hemen), Henry Fonda, Walter Brennan eta Victor Maturekin.
Q47021-2BB15A33-AA26-4FE7-910A-FD0C5992CA0D	Meckelein R.	según Meckelein, tbil-tbili significa «tibio».
Q47026-D3AA527F-CC75-4862-9D95-8B718B42434F	Melville H.	Oraingoan, H. Melvilleren eleberri ezaguna zinemaratzean, antolamen leiala, trebea eta biluzia eman digu, ohi diren apaingarriak —neskatxa lirainen maiteminak eta— bazterturik.
Q47030-000F44A8-2171-4E1A-8DED-68E05C15AD28	Mendiburu S.	vale «sin embargo», en Mendiburu y en autores guipuzcoanos alabaña indica consecuencia («pues, toda vez que»).
Q47031-68513D9D-BA38-41FD-8701-173043D55B5D	Mendieta F. de	Según relata Francisco de Mendieta, Quarta parte de los Annales de Vizcaya, San Sebastián 1915, pp. 188 ss.
Q47031-68513D9D-BA38-41FD-8701-173043D55B5D	Mendieta F. de	Entre éstos, como más señalado, menciona Mendieta a Gasto Apala.
Q47038-004AD46C-180A-4164-A76D-C1B52AE0C426	Menéndez Pidal R.	Don Ramón Menéndez Pidal, de acuerdo con Campión, exponía ya en 1920 la necesidad de «formar una crestomatía especial, en la que todas las voces y breves frases que del vascuence se escribieron antes de su pleno cultivo literario figurasen doctamente leídas y fechadas».
Q47038-0BA84AB2-EB8F-462C-981F-244D4066BE13	Menéndez Pidal R.	—aunque en éste la distinción no se limitaba a la posición interior—, que preocupaba a R. Menéndez Pidal («Introducción al estudio de la lingüística vasca»,  Curso de lingüística, San Sebastián 1921, pp. 7-33 , p. 23), habrá de contestarse a mi entender negativamente.
Q47052-19ED39A0-A7E6-4C01-8AEF-259630424A21	Meyer-Lübke W.	de los Abruzzos abballe, Meyer-Lübke, REW núm.
Q47056-749D7018-12F8-48BB-854B-F0891B11D638	Michelena L. (‘Adiskide berri’ ‘Eleizalde’ ‘Mikelazuloko belea’)	L. Michelena Seminario de Filología Vasca «Julio de Urquijo» San Sebastián
Q47057-65D48BCD-21A9-4A00-9A6F-CC53F87E36D6	Micoleta R.	zenezan en otros dialectos y, en cuanto a la formación, suec eguin senguian «vosotros auiades hecho» en Micoleta. V. 6: Gomez andia çanarren parece diáfano: «Gómez, a pesar de ser grande» traduce Guerra, p. 22, al igual que Gorostiaga, p. 55. Y, no obstante, no lo es tanto.
Q47058-DF12251D-E103-49D9-9958-41DB92CACD72	Mieres C. de	Los seis últimos libros XX-XXV, de la extensa obra, según la copia de Cristóbal de Mieres que se conserva en la Real Academia de la Historia, fueron publicados en Madrid, en 1883, con facsímil debido a Maximiliano Camarón, y más recientemente en Bilbao, 1955, por Ángel Rodríguez Herrero, con reproducción fotográfica del códice.
Q47081-B22A828E-7F86-4FB1-9212-785D46AD9647	Molho M.	Rey de Nauarra Conde de Eureus, ayuda a fechar el texto vasco, pues el último Carlos (de Evreux) reinó en Navarra hasta 1425. Fue publicado por D. J. Gifford y M. Molho, a quien se debe la noticia de su existencia, en PV 18 (1957), 241-243. Se sigue aquí la nueva lectura de D. J. Gifford y L. Michelena, PV 19 (1958), 167-170. La escritura aparece borrada completa o casi completamente en el borde de la hoja inmediato a la encuadernación, y el es
Q47099-83C788D6-E415-4A95-9ED7-045EA8057A8A	Moret J.	Moret, Anales = P. J. de Moret, Annales del Reino de Navarra, Pamplona 1684-1715. Completados por el P. Francisco Aleson.
Q47099-83C788D6-E415-4A95-9ED7-045EA8057A8A	Moret J.	Moret, Investigaciones = P. J. de Moret, Investigaciones históricas de las antigüedades del Reino de Navarra, Pamplona 1766.
Q47141-B5E80E65-F81B-4CC6-80FE-45864A01F87D	Neamer R.	Robert Neameren The man who never was («El hombre que nunca existió») az
Q47158-E3D4BD0B-E216-46E4-81CE-24E0F79D47E4	Niven D.	Azkenean, etxean berriz —Londresen alegia—, zertxobait aldaturik ikusten dugu David Nivenen eskuetan dagoen Phileas Foggen garaita eta erorikoa.
Q47167-9CD81E9B-CD58-4D9C-904A-13DD9CDA61AF	Núñez H.	cuando en la p. 24 n. sostiene la tesis «de que la colección del Comendador (Hernán Núñez) es la fuente del libro vasco de 1596», o cuando en la 102 afirma que «el autor del libro de Darmstadt tradujo literalmente en el texto castellano El desuergonçado».
Q47173-481ED2CF-B129-4B87-9C78-FE2B612DA36D	Ochoa de Arin J.	Ochoa de Arín = D. Joseph Ochoa de Arin, Doctrina christianaren explicacioa, San Sebastián 1713.
Q47174-A159B348-287F-4D99-9A74-83C092FBC238	Ochoa de Capanaga M.	Capanaga = M. Ochoa de Capanaga, Exposición breve de la doctrina christiana, Bilbao 1656. cast.
Q46790-D3966C83-703D-4BB1-95E1-8105BE567D04	Leizarraga J.	Leizarraga zaharrak, horrelako kezkarik gabe, sargeanta itzuli zuen.
Q46790-ED156697-0C95-41EC-9BEE-92E4E812AB66	Leizarraga J.	Lezama Leguizamón = Informe emitido por D. Luis de Lezama Leguizamón Sagarminaga acerca de la obra manuscrita conocida con el nombre de «Crónica de Ibargüen», Bilbao 1921. Leizarraga = I. Leiçarragas baskische Bücher von 1571, Estrasburgo 1900. lit.
Q46820-BBF5ED5E-49E7-4862-846E-428E4FAF1CDD	Lezama Leguizamón L. de	Lezama Leguizamón = Informe emitido por D. Luis de Lezama Leguizamón Sagarminaga acerca de la obra manuscrita conocida con el nombre de «Crónica de Ibargüen», Bilbao 1921. Leizarraga = I. Leiçarragas baskische Bücher von 1571, Estrasburgo 1900. lit.
Q46823-6CDBD3BC-42B7-4D7D-800A-12D857272232	Lhande P.	Pero tanto Lhande como Larrasquet le dan el sentido fundamental de «taburete de tres pies».
Q46846-F58AE63E-CBC9-4EEE-A9B6-C0D9000F1A3D	Lizop R.	n. de divinidad citado por R. Lizop, Le Comminges et le Couserans avant la domination romaine, Toulouse-Paris 1931, p. 87, nota 112 y acaso también con vasc.
Q46876-612989B6-C5BE-4224-A180-747238CB8899	López de Guereñu G.	También es importante la lista contenida en una escritura sobre el reparto de las cuartas del obispado de Calahorra, año 1257, publicada conforme al documento original por A. Ubieto Arteta en RABM 60 (1954), 375-394. Para la identificación de las poblaciones antiguas, hoy despoblados, véase G. López de Guereñu, BAP 14 (1958), 135-226. El estado en que nos han sido transmitidos los nombres no parece demasiado bueno.
Q46883-897A5636-1228-45D3-9AFF-1BD47AA732FA	Loren S.	Bestelako «paisajeak» nahiago dituenak —gehienon haragia argala da eta—, badu ikusteko Sofia Lorenen dantza bat.
Q46897-39A180BB-8CC2-4F4D-8ED0-06FDEC93CCD7	Lumet S.	Telebisiorako antolatu omen zuen Sidney Lumetek, aditzea dudanez, zinemaratu baino lehen.
Q46897-39A180BB-8CC2-4F4D-8ED0-06FDEC93CCD7	Lumet S.	Hori da, berriz, zenbait umekeria gorabehera, S. Lumetek egin duena;
Q46957-E32A28B3-EBEE-4320-9BC9-BF76B13A168E	Mañaricúa A. E. de	Sobre San Agustín de Echebarria y su documento fundacional puede consultarse el trabajo exhaustivo de Andrés E. de Mañaricúa en Scriptorium Victoriense 4 (1957), 304-325.
Q46965-80A0EAE0-E08A-46BC-A611-9A323AEDF343	Marcos Pous A.	12. Estela descubierta en 1960 en una ermita de Lerga (Navarra) por José Esteban Uranga y publicada por A. Marcos Pous, PV 21 (1960), 319-333.
Q46969-3A0B48BC-03FB-4021-BCBE-159148857FF7	Mariana J. de	pudiesen decidir y resolver sus pleitos, que eran asaz, por las armas y el desafío», para usar las palabras del padre Mariana, medida que influyó decisivamente en el desarrollo de las luchas de bandos durante el siglo XV.
Q46988-673EE5DF-928A-40EA-8EB6-6EAA140D566B	Martinet A.	1. El artículo de André Martinet «De la sonorisation des occlusives initiales en basque (Word 6, 1950, 224-233) tiene, aparte del valor de su aportación original a la solución de este difícil problema, una gran importancia por dos razones.
Q46991-22B15954-F040-4252-B2AB-3899D12B98D4	Martínez de Isasti L.	Isasti = Lope Martínez de Isasti, Compendio historial de la M. N. y M. L. provincia de Guipúzcoa, San Sebastián 1850. Se indica por A el texto impreso de la obra, compuesta hacia 1620;
Q47407-F1E21204-441A-4C53-8BFA-58004C543FCF	Regoyos D.	Regoyosez gero Belgikako artistaolerkariekin adiskidetu ginen eta orduan behar genituen gizonak Holandan egoki.
Q47422-26CBA91B-B5BD-479A-B486-AF3B793F2129	Ricci S. de	el suplemento (XIII, 4: «Addenda ad partes I et II») se publicó en 1916. Es muy importante la lista de nombres, basada en buena parte en lecturas propias, de Seymour de Ricci, «Notes d’onomastique pyrénéenne», Revue celtique 24 (1903), 71-83, y, sobre todo, la más completa y reciente de J. Whatmough, The Dialects of ancient Gaul, University Microfilms, Ann Arbor, 1949-1951, pp. 246-251 (nombres de lugar y étnicos), 252-269 y 1374 s. A hallazgos más recientes y a nuevas lecturas hace referencia en distintos lugares R. Lafon: véase, principalmente, «Additions et corrections à la liste des noms aquitains de divinités et de personnes», en los Kongressberichte del sexto congreso de ciencias onomásticas, Munich 1961, III, pp. 484-489.
Q47449-4F70DD02-5E58-46A7-A5FA-4449135AA309	Rodríguez Herrero Á.	Los seis últimos libros XX-XXV, de la extensa obra, según la copia de Cristóbal de Mieres que se conserva en la Real Academia de la Historia, fueron publicados en Madrid, en 1883, con facsímil debido a Maximiliano Camarón, y más recientemente en Bilbao, 1955, por Ángel Rodríguez Herrero, con reproducción fotográfica del códice.
Q47449-4F70DD02-5E58-46A7-A5FA-4449135AA309	Rodríguez Herrero Á.	Rodríguez Herrero) cómo el año 1320 mató don Juan Sánchez de Salzedo, señor de Ayala, a don Juan Ortiz de Valmaseda, tesorero mayor del Rey, que le hacía mucho daño a causa de su privanza con éste.
Q47454-5768AB2B-1ACB-46A9-ACD5-AEB5DD77867C	Rohlfs G.	(G. Rohlfs, RIEV 24, 1933, 323-348, p. 344).
Q47458-630FE055-545C-4819-9B67-39731B884396	Rosellini R.	Roberto Rosellini dator hurrengo.
Q47479-EE0D3D60-4CF6-47D7-935F-1706D2CF1C6B	Russell B.	Iritsi zaigu, urte gutxiren buruan, arestian, atzo goizean esateko, Bertrand Russellek ikusten zuen aldi atsegin hura: «Lur gainean uranio gehiegirik ezin aurki daitekeenez gero, beldur izatekoa da ez ote litzaigukeen ahituko giza arraza zeharo akabatu baino lehen.
Q47483-EB74AAC4-C10B-462C-8031-ECF65E382955	Sacaze J.	Las inscripciones aquitanas conocidas hasta entonces están recogidas en Julien Sacaze, Inscriptions antiques des Pyrénées, Toulouse 1892, y en el tomo XIII, 1, del Corpus Inscriptionum Latinarum («Inscriptiones Aquitaniae et Lugdunensis»), editado por Otto Hirschfeld, Berlín, 1899, que en adelante se cita por CIL, sin indicación del tomo;
Q47503-752DFA97-D911-4D53-87A8-BFC8954CE0F0	Salazar J. de	Lope García de Salazar (1399-1476) escribió sus Bienandanças e Fortunas, fuente de excepcional importancia para el conocimiento de las luchas de banderizos, hacia el final de su vida, estando ya preso por obra de su hijo, Juan de Salazar «El Moro», en su casa-torre de Muñatones, en el concejo de San Julián de Musques del valle de Somorrostro, en las Encartaciones.
Q47503-752DFA97-D911-4D53-87A8-BFC8954CE0F0	Salazar J. de	Cuenta Lope García de Salazar (libro XXIII, ff.
Q47569-A0EA74E7-00E0-4A62-BED3-683393B0E481	Saroïhandy J.	Pero, ¿qué se quiere que quiera la muchacha? Saroïhandy (apud Gavel) explicaba gausa moissa por calza mocha, no vasco naturalmente: «notre voyageur aurait, comme on dit vulgairement, demandé chaussure à son pied».
Q47574-5EC9964D-1683-4CB1-BA38-9A5679DD8C29	Sauguis B. de	RS = Refranes y sentencias comunes en bascuence, declaradas en Romance, Pamplona 1596. Sauguis = J. de Urquijo, «Los refranes vascos de Sauguis», RIEV 2 (1908), 677-724. Selecciones vascas = L. Michelena, «Judíos de Guevara y vascos de Oñate», Selecciones vascas, Zarauz, Editorial Icharopena, 1961, pp. 129-149. sing.
Q47592-7707F129-2A47-4315-A783-178277707669	Schmidt K. H.	K. Horst Schmidt, Die Komposition in gallischen Personennamen, Tübingen 1957, p. 130, y J. M. Blázquez, Religiones primitivas de Hispania, Roma 1962, I, pp. 68 s.
Q47595-78DA012D-F9CD-4CF8-94C4-BB9F2A772648	Schmoll U.	U. Schmoll, Die Sprache 6 (1960), 49 s. Sin embargo, M. Gómez-Moreno, Misceláneas, Madrid 1949, p. 243, lee Lurberrexo.
Q47602-428D518F-5ADB-4357-AFC4-4D5FC8F2273E	Schuchardt H.	1 Como muestra de hasta qué punto las ecuaciones etimológicas de palabras vascas con las de otras lenguas se han dejado guiar por un concepto acientífico de «parecido», citaré un ejemplo de Schuchardt: su paralelo de AN umerri «cordero» con acadio immeru, arameo, árabe immar ( «Baskisch-hamitische Wortvergleichungen» , RIEV 7, 1913, 289-340, p. 315, núm.
Q47602-4571B950-D9FB-4F03-B587-10C086FF4C57	Schuchardt H.	Don Julio, según es bien sabido, no oponía ninguna objeción —y seguía en esto a Schuchardt, su gran maestro y guía— a la admisión de influencias extrañas en la lengua y en la literatura vascas.
Q47603-85460877-B201-4034-B59B-D71621B42571	Schulten A.	En fuentes latino-románicas Navarra aparece siempre con v desde su primera aparición, el año 810, en la Vita Karoli Magni de Einhardo (A. Schulten,  «Las referencias sobre los vascones hasta el año 810 después de J.
Q47622-4D2AB45F-1ADD-45E7-8196-E3FC2E7BED96	Serrano L.	Betolaza = Betolaça, Doctrina christiana en romance y basquence, Bilbao 1596. Reimpresa en BAP 11 (1955), 83-100. BGC = P. Luciano Serrano, Becerro gótico de Cardeña, Valladolid 1910. BRAE = Boletín de la Real Academia Española.
Q47622-4D2AB45F-1ADD-45E7-8196-E3FC2E7BED96	Serrano L.	CSM = P. Luciano Serrano, Cartulario de San Millán de la Cogolla, Madrid 1930.
Q47633-17FBAB3D-2082-43A6-9BC6-80C50E083FD9	Shuter N.	Lau-bost lagunen joan-etorrietan mugatzen duelarik —oinarri izan duen N. Shuteren liburua horrela moldatua aurkitu duelako, beharbada—, esan daiteke berez duen indarrari zerbait ostu diola.
Q47656-30C47BDF-6115-4118-B9E4-5A36993BF04C	Solalinde A. G.	de A. G. Solalinde, Madrid 1934:
Q47692-A0E2D2D1-CAF3-466F-BA91-285301976219	Steinbeck J.	Steinbecken gai irristakorra ezin hobeki emana dago.
Q47706-89B09C46-3787-4967-B113-BD0AEE19488D	Sturges J.	Westernetan, Ameriketako herri-landarearen kimuetan, bi dira ikusgarri: Delmer Davesen 3:10 to Yuma («El tren de las 3:10») eta John Sturgesen Gun fight at the O.
Q47728-F05C69BC-D244-4378-B289-58157E878F20	Tati J.	Frantziatik film bat behinik behin agertu zaigu, hamar bizitzako etxea etxola artean bezain nabarmena: Jacques Tatik burutik burura betetzen duen Mon oncle («Mi tío»).
Q47759-DDCCE65E-F343-4766-B5AE-788AC8643248	Todd M.	Gorputz geneukan Mike Todd (eta ez dakit hemengo Cervanteszale
Q47776-E6D7353F-8ADC-481A-8E3F-C8665306424C	Tovar A.	Para la interpretación de esta inscripción véase J. A. Basanta y A. Tovar, BAP 8 (1952), 181-183, y J. A. Basanta, Zumárraga 5 (1956), 156 ss.
Q47791-8757B1F2-5166-4359-9550-B43B46F72217	Ubieto Arteta A.	También es importante la lista contenida en una escritura sobre el reparto de las cuartas del obispado de Calahorra, año 1257, publicada conforme al documento original por A. Ubieto Arteta en RABM 60 (1954), 375-394. Para la identificación de las poblaciones antiguas, hoy despoblados, véase G. López de Guereñu, BAP 14 (1958), 135-226. El estado en que nos han sido transmitidos los nombres no parece demasiado bueno.
Q47803-1E03558B-91D9-4213-9717-C6F13B9AA88A	Unamuno M.	Unamuno eta Baroja euskal eskola dira.
Q47804-84AAF695-F55F-488D-B014-034110D4B886	Undiano J.	Erdarazko libururen batetik bihurtu dela aitortzen du, baina bihurtzailearen izenik ez: Jose Undianoren moldiztegian inprimatu zuten, gainera, ez, Sorarrainek dioenez, Imazenean.
Q47795-85A5AB71-AB5E-4E42-A1FB-122924DFD5C9	Ugartechea J. M.ª	2) Lehoari (leído Lehdari por Gómez-Moreno), y Legoar en otra hallada recientemente en Izurza, cuyo conocimiento debemos a don J. M. de Ugartechea. La palabra buruzagi «jefe, caudillo» no necesita mayor comentario.
Q47797-363C4ABC-8BFD-4BCE-9C34-349FC98DEB10	Uhlenbeck C. C.	d La forma *kazal «piel, corteza», que Uhlenbeck deducía de az-kazal «uña», está apoyada por el R kaxal «corteza de árbol».
Q47797-363C4ABC-8BFD-4BCE-9C34-349FC98DEB10	Uhlenbeck C. C.	Podría muy bien ser miembro de la familia de (p)utz uzki (uzku, S üzkü) «trasero» que constituiría un curioso paralelo semántico a la aproximación, propuesta por Uhlenbeck, de vasc.
Q47811-6B297AE5-6825-4D21-8B1F-521EED0EFC0C	Uranga J. E.	12. Estela descubierta en 1960 en una ermita de Lerga (Navarra) por José Esteban Uranga y publicada por A. Marcos Pous, PV 21 (1960), 319-333.
Q47821-6AFA350F-0841-4801-AB6B-3999BF86E1E9	Urquijo e Ibarra J. de	de Urquijo. gen.
Q47821-6AFA350F-0841-4801-AB6B-3999BF86E1E9	Urquijo e Ibarra J. de	Urquijo = Homenaje a don Julio de Urquijo e Ybarra, San Sebastián 1949-1951. Ibargüen-Cachopín = Crónica ms.
Q47843-09B0D15E-F139-4B2B-8F95-C2FE1FECEFF5	Valle Inclán R. M.ª	Gero, Valle Inclánen Sonatekin hasia omen da.
Q47843-09B0D15E-F139-4B2B-8F95-C2FE1FECEFF5	Valle Inclán R. M.ª	Hots handikoa izan da Madrilen Buero Vallejoren azkeneko obra: Un soñador para un pueblo.
Q47844-4A6AB47E-D9EB-4EAF-894C-E2364013D104	Vallejo J.	Aurtengo otsailaren 17an Madrilen hil zitzaigun, ustekabean, José Vallejo jauna, Euskaltzaindiaren urgazlea.
Q47869-DA5AB465-D552-4DC8-BBDF-B782B19517ED	Verne J.	Eta zenbat eta zenbat beste aspaldiko lagun! Jules Verneren liburuak haurtzaroan —eta, lotsarik gabe esan dezadan, baita geroago ere— gogoz irakurri ditugunontzat badu film honek beste atsegin-iturririk, haurtzaroko amets-lainoz inguratua ageri baitzaigu.
Q47869-DA5AB465-D552-4DC8-BBDF-B782B19517ED	Verne J.	Verne pixkaren bat amerikanotu dutela esango du norbaitek.
Q47869-DA5AB465-D552-4DC8-BBDF-B782B19517ED	Verne J.	Oso gogoko baitzituen Vernek, dakigunez, liburuetan behintzat, zirt edo zarteko amerikano harro ausartak, haien jendetasunak artean gehiegi hondatu ez zituen ohitura lasaiak eta trenbide bihurriak.
Q47874-537664C8-EFE8-4080-BC21-D943057E5035	Veyrin Ph.	Veyrin, GH 1 (1921), 326-328. El estribillo es: Soaz idaz ordonarequi(n), probablemente soaz, soaz (en ortografía moderna, zoaz, zoaz) ord(u) onarequi(n) «id, id, en hora buena».
Q47880-739438C6-C026-47BB-87F3-411CC520CA58	Vielliard J.	Seguimos las ediciones más recientes de Jeanne Vielliard, Le guide du pèlerin de Saint-Jacques de Compostelle, texte latin du XIIe siècle, édité et traduit en français d’après les manuscrits de Compostelle et de Ripoll, Macon 1938, y de W. Muir Whitehill, Liber Sancti Jacobi.
Q47891-0E2DD6AB-3EE1-43B7-82F6-9688774B7807	Villasante L.	del P. Villasante, p. 335).
Q47895-CAF24FE6-53FA-44AA-BEAD-472A74FEF5FC	Vinson J.	Vinson, Études = A. Hovelacque et J. Vinson, Études de linguistique et d’ethnographie, París 1878. Vinson, Mélanges = Mélanges de linguistique et d’anthropologie par Abel Hovelacque, Emile Picot et Julien Vinson, París 1880. vizc.
Q47926-96C0E95E-2567-4AE7-82D5-A69DA4D29184	Webster W.	En ardum, -m no es la desinencia latina de acusativo, sino, como ya vio W. Webster, RLPhC 14 (1881), 125 (que también es muy exacto en los demás puntos de su comentario), un expediente para indicar la nasalización de la vocal precedente;
Q47932-6E2C2A4C-BAF7-42AA-959F-473A0BEEF674	Welles O.	Hasieratik bertatik, New Wentfordeko elizatxoan Orson Wellesek egiten duen prediku latzetik aurrera, ez dago hemen itsaso zabala eta itsaso zabaleko zokoren batean zelatan dagoen balea besterik.
Q47935-035C399B-29F0-4CC4-80BA-D038EAAA52B0	Whatmough J.	el suplemento (XIII, 4: «Addenda ad partes I et II») se publicó en 1916. Es muy importante la lista de nombres, basada en buena parte en lecturas propias, de Seymour de Ricci, «Notes d’onomastique pyrénéenne», Revue celtique 24 (1903), 71-83, y, sobre todo, la más completa y reciente de J. Whatmough, The Dialects of ancient Gaul, University Microfilms, Ann Arbor, 1949-1951, pp. 246-251 (nombres de lugar y étnicos), 252-269 y 1374 s. A hallazgos más recientes y a nuevas lecturas hace referencia en distintos lugares R. Lafon: véase, principalmente, «Additions et corrections à la liste des noms aquitains de divinités et de personnes», en los Kongressberichte del sexto congreso de ciencias onomásticas, Munich 1961, III, pp. 484-489.
Q47937-F6CE940E-EB50-43FF-B5D6-C6D6D2D134AD	Whitehill W. M.	Seguimos las ediciones más recientes de Jeanne Vielliard, Le guide du pèlerin de Saint-Jacques de Compostelle, texte latin du XIIe siècle, édité et traduit en français d’après les manuscrits de Compostelle et de Ripoll, Macon 1938, y de W. Muir Whitehill, Liber Sancti Jacobi.
Q47939-9B000EDA-B80D-4228-B5B8-1260EF6C2971	Whitman W.	Begira zen zioen Whitmanek artelanaz: «Berbera ez bada ezkutua eta ezkutu guztien giltza, ez da ezer».
Q47947-FA3CA421-A7BE-4E4C-B6FF-296066B5832A	Wilder W.	Jendeak ez bide dio egin besteri aspaldian Billy Wilderen The witness for the prosecution («Testigo de cargo») deritzanari egin dion harrera.
Q47959-3BE7676D-0D11-4492-9883-43FDF1C92A18	Yanguas y Miranda J.	Yanguas y Miranda, J.
Q45670-A7FA02F9-3C10-4037-9212-3C0D72846AA3	Camino J. A.	Tuvieron defensores, generalmente interesados, Orio (Marca, que quería llevar al Urumea la frontera de las Galias), San Sebastián (Camino),4 Rentería (Gamón) y Fuenterrabía (Moret).
Q45965-1F9F0B60-F522-4A58-9CAD-80E4C60AEAF1	Echalar E. de (Fray)	Eusebio de Echalar (c«Palabras vascas en monumentos romanos»d, Yakintza 12, 1934, 451-457, p. 456) tiene razón en reducir Vesperies a la actual Vispieres, cerca de Santillana del Mar, habrá que admitir que Plinio no siguió el orden geográfico.
Q45973-900D662D-A4AE-4387-A0E8-425CD99F6B1E	Echeberría V.	Véase René Cuzacq, Études basques, Saint-Sever 1936, p. 17. 12 Agradezco aquí a don Carlos Menaya, don José de Aguerre, don Manuel de Lecuona y a la señorita Victoria Echeberría los datos que me han facilitado.
Q45974-77793E11-D52D-4192-88BE-10AF15B4EF60	Echegaray B.	B. de Echegaray, «Nombres vascos de los espacios intermedios entre casas», Euskera 11 (1930), 72-88 y 179-192, J. M.
Q45985-01C881BA-BC04-4E4C-9391-D3CC8020F275	Egan	—Zer iruditzen zaizu Egan? —Ezin hobea iruditzen zait Mintegi hori egiten ari den lana, Gipuzkoako Diputazioari eskerrak.
Q45985-1361C445-C4EE-49C4-8B70-7A6291845009	Egan	—Pozik al zaudete Egan-ekin?
Q45985-1FD6D3C3-518F-42BE-8281-2E09C9F616A9	Egan	—Zer iruditzen zaizu Egan? —Harpideduna naiz, eta zain egoten natzaio.
Q45985-32E0C0AD-A899-424E-88E5-EEA3787515CC	Egan	—Zer iruditzen zaizu Egan? —Gaur egunean sekula baino aldizkari mardulagoak eta ederragoak dauzkagu euskaraz: Yakin, Euzko-gogoa, Egan e.
Q45985-32E0C0AD-A899-424E-88E5-EEA3787515CC	Egan	Guzien artean Egan da nere gogorako onena eta atseginena.
Q45985-32E0C0AD-A899-424E-88E5-EEA3787515CC	Egan	Bakar bakarrik, Egan gure herrietan gehiago zabaldu behar litzatekeela uste dut.
Q45985-378CC093-23E4-4FA5-920E-D125A775115B	Egan	Hain ederki atera izan duzuen Egan bezala.
Q45986-15572A7B-04CB-4C62-BC48-34344AA2AD08	Egaña P.	Irakurri gabe utzi zituen, nonbait esan duenez, Egañaren paper batzuk, haietan «Holgárame yo muy mucho» edo antzeko zerbait aurkitu zuelako.
Q45999-282799F7-CC21-42F1-A09B-27C0537DAD0E	Elcock W. D.	Aunque en la toponimia de esa zona peña parece general, es más frecuente kapana que la forma con nasal palatal (Elcock, De quelques affinités, pp. 85 s.
Q45999-282799F7-CC21-42F1-A09B-27C0537DAD0E	Elcock W. D.	W. D. Elcock llegó incluso a pensar más tarde en una reducción de ll a l tanto entre vocales como en posición final («The evolution of -ll- in the Aragonese dialect», Primer congreso internacional de pireneístas, Zaragoza 1950, p. 16 de la separata), aunque los ejemplos probativos que aduce son pocos y uno por lo menos no parece haber sido interpretado correctamente (vid.
Q45693-DE5D4A15-39F3-4260-AA3B-8713388E560D	Cantar de la quema de Mondragón	II, pp. 29-30. 5 «El vascuence de fray Juan de Zumárraga» , BAP 4 (1948), 293-314, p. 305. 6 En el Catecismo de Llodio sarzaitorduen según Azkue, Morfología vasca, Bilbao 1925, § 82, p. 73. Señalo también el curioso çarçaiqueran «en la entrada»? en el Cantar de la quema de Mondragón.
Q45701-BE4C151E-A03F-41ED-B486-DB2394A7C5C6	Cantera F.	La cuidada edición del Fuero de Miranda de Ebro por D. Francisco Cantera1 no deja de ofrecer interés para los estudios de toponimia vasca.
Q45701-BE4C151E-A03F-41ED-B486-DB2394A7C5C6	Cantera F.	se contiene el pasaje (línea 87, p. 44 de la edición Cantera) «.
Q45701-BE4C151E-A03F-41ED-B486-DB2394A7C5C6	Cantera F.	Euskera 1 (1956), 19-22. 1 Francisco Cantera, Fuero de Miranda de Ebro, Madrid 1945.
Q45707-15A57821-AE40-4B49-86F9-44979DBB4B53	Capistou M. L.	Capistou (p. 240) escribe en 1877 M. L. Capistou, Guide du voyageur dans la
Q45720-8CD2DD89-A7EE-43D6-8509-AF1EBF7860CC	Caro Baroja J.	Porque, aunque J. Caro Baroja (Los pueblos de España, Barcelona 1946, p. 154) parece ver un nombre propio Sanigirsto —que relaciona con vasc.
Q45720-92FDB5AA-9856-43E0-9EA2-53B69DD8CEA1	Caro Baroja J.	J. Caro Baroja, Materiales para una historia de la lengua vasca en su relación con la latina, Salamanca 1945. Ph.
Q45720-943E3E34-B4DF-451A-864E-78037CCC0A3E	Caro Baroja J.	Caro Baroja, si no me equivoco: por la conocida indistinción de sordas y sonoras en la escritura ibérica, podría leerse cudu en vez de gudu, lo que no tendría importancia, pues el aquit.
Q45720-9474F9AC-B462-4557-9CA2-D39BD4BAE550	Caro Baroja J.	Algo parecido podríamos decir del caso de las cendeas navarras, tal como lo plantea J. Caro Baroja:4 «El problema está en saber si desde el momento que aparecen en el N. de España las agrupaciones reveladas por la Epigrafía [las centuriae], hasta aquel en que se halla documentada la existencia de las “cendeas” hay secuencia, o si las agrupaciones así llamadas son producto de la influencia ultrapirenaica ejercida en los siglos VIII-IX (bien documentada históricamente).
Q45720-9DBB02BE-B2E0-4B75-AA5F-C0B9A19AAF7B	Caro Baroja J.	J. Caro Baroja, Los pueblos del norte de la Península Ibérica, Madrid 1943, p. 79, n. 14. La zona de Oiasso, perteneciente a los vascones en la antigüedad, conserva hoy el dialecto alto-navarro.
Q45720-9DBB02BE-B2E0-4B75-AA5F-C0B9A19AAF7B	Caro Baroja J.	16 J. Caro Baroja, Los pueblos del norte, p. 93, n. 69.
Q45723-F7E59192-B281-402E-84E0-E9A769B5ECF9	Carreras Candi F.	F. Carreras Candi, Barcelona 1925.
Q45724-155C6741-5C51-451F-910F-0013497D1A29	Carrero S.	Gertu askoan geneukan Santiago Carrero jauna, Madril eta Donostiako Jaiotzen aldeko elkartasunen sortzaileetakoa, Tolosan jaio eta Donostian bizi dena.
