testu_hitza	lemma	paragrafoa	testuingurua
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Consueloric ez arquitze onec, beste guciac baño gueiago, nere iritzian, minberaatu ceuan Virgiñaren biotza: argatic etzitzacan bestezaz quejatu bere semeari bere dolore gucien artean.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Cer bada esango dit norbaitec? ausaz Virgiña quejatu zan iñoiz ere passioco demporan? Etzan egondu isiltasunic ichien, ta aundienean? Eguia da: Euangelioac eztigu ecer esaten: baña beiñ iracurri neuan, Eutimion, ta Metafrasten gauza bat, arrezquero nere biotza chitez uquitzen didana.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Dioe bada, ecen gurutze-ondoan cegoala Virgiña, ta hitzic eguiten etzigola semeac, urrago joan ta assi citzacala bere, odola cerioten oiñ santuac, muñeguiten, eta esan cigola,
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	Cer da au, nere Jauna ta Jaungoicoa? cer pena dira oec, nere semea? esan eguidazu cerbait, hizcho batbederic, zeure ama gozatzeco ta consolatzeco: norc nizaz contu iduquico deu, eta zeu il ezquero, norc ni zaituco nau? Cer da hori, diot neuc ere, Virgiña santea? escatu eguiozu beste gauzaric: eta nai eztezunean, Juduac onda daguitzan, cergatic ceraden usó beazunic baguecoa, ta eztagocan zeure biotzari escari gogorric, escatu eguiozu edolaric, atera zaguitzala alaco miñ, damu, dolore aundietatic.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Cein dira guichi Virgiñaren doloreaz contu eguiten deueenac? Cein guichi doloreen amagana beren jaierá deueenac? Cein guichi, hura triste icusi ta tristatzen, hura damuturic icusi ta damutzen diranac? Norc nizaz contu eguingo deu, cigon Virgiñac? ausaz eguiten deue araco aec, ta aec, urte guztian beren gustuai darraiztenac, beren jostaetac aoan, gogoan, biotzean darabiltzatenac, ta urtean beiñ, ta hori ere ozta ozta, ostiral santuz edo, Virgiñaren doloreaz oroitzen diranac? Araco, onelaco egunetan ere, Eleizara datoztenac, ez Virgiñari lagun eguitera, ez aren miñac gozatzera, ez negarrez egotera, bai pecatu berriac eguitera, bai Virgiñari bere doloreac aunditzera, bai ezpata hura bere biotzean barrunago sartzera beren gogoeta itsusi loiaquin, beren queñu, siñu, beguiratze lotsabagueaquin, beren hizqueta lizun liquitsaquin? Cein dira oec, ta aec? Eztaquit nic: eztaquiola nai Jaincoari Eleiz onetan alacoric izatea.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Cein dira guichi Virgiñaren doloreaz contu eguiten deueenac? Cein guichi doloreen amagana beren jaierá deueenac? Cein guichi, hura triste icusi ta tristatzen, hura damuturic icusi ta damutzen diranac? Norc nizaz contu eguingo deu, cigon Virgiñac? ausaz eguiten deue araco aec, ta aec, urte guztian beren gustuai darraiztenac, beren jostaetac aoan, gogoan, biotzean darabiltzatenac, ta urtean beiñ, ta hori ere ozta ozta, ostiral santuz edo, Virgiñaren doloreaz oroitzen diranac? Araco, onelaco egunetan ere, Eleizara datoztenac, ez Virgiñari lagun eguitera, ez aren miñac gozatzera, ez negarrez egotera, bai pecatu berriac eguitera, bai Virgiñari bere doloreac aunditzera, bai ezpata hura bere biotzean barrunago sartzera beren gogoeta itsusi loiaquin, beren queñu, siñu, beguiratze lotsabagueaquin, beren hizqueta lizun liquitsaquin? Cein dira oec, ta aec? Eztaquit nic: eztaquiola nai Jaincoari Eleiz onetan alacoric izatea.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Edolaric izango aldira beste asco, Virgiñaz contu deueenac, ta áurrenez nere iritzian bearco deue Christoren Escuelarrac, aren batzarre (ballerá) santu au compontzen deueenac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Etzigoen bada Christori jarraitzen beste ascoc, ta aurrenez bere amabi Apostolu santuac? ala da eguia.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Edolaric izango aldira beste asco, Virgiñaz contu deueenac, ta áurrenez nere iritzian bearco deue Christoren Escuelarrac, aren batzarre (ballerá) santu au compontzen deueenac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Etzigoen bada Christori jarraitzen beste ascoc, ta aurrenez bere amabi Apostolu santuac? ala da eguia.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Edolaric izango aldira beste asco, Virgiñaz contu deueenac, ta áurrenez nere iritzian bearco deue Christoren Escuelarrac, aren batzarre (ballerá) santu au compontzen deueenac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Etzigoen bada Christori jarraitzen beste ascoc, ta aurrenez bere amabi Apostolu santuac? ala da eguia.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Non dabiltza bada, edo non ondatu dira? nola eztaude Virgiñarequin gurutzearen ondoan? eta besteac lagun eguingo ezpacigoen ere, cergatic eguin bear eztigoe bere escuelarrac, beretzat beregandu cituan amabi anay santuac? Non dabiltza? non ibillico dira? batac saldu, ta besteac ucatu deu, ta gañeracoac joan zaizca igues, utzitzen deueela bacarric bere etsaien artean.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	Berriz ere esango lioque amac semeari, norc nizas contu iduquico deu, norc zaituco nau ni? Bearrenac igues diazquit, nola etorrico zaizquit besteac? ceregandu dituzunac, eztira malmetitzen, ezteue nizaz casoric eguiten, ta cer contu besteac eguingo deue nizaz? ta orra non Escuelaco anayac ere gozatuco ez lequizquioen Virgiñari bere doloreac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bada, ene christauac, cer juicio zuezaz eguin aldaguiquet adiuntza onetan? Icusten dezue, Virgiña doloreen gueieguiaz ozta bici dala, cerren bere seme bacarrari bicia quendu dioen.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta cer da au, ezpada adierazotzea, atseguiñ dezuela Christo gure Jauna illic icustea: badiozue, ondo dagocala, il dedilla, naibadeu, ala nai dezuela, ta naiz eztanda daguiela, baita il ere dedilla dolorez, ta miñez Virgiña guciz santea.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Cergatic? cergatic eztan bere biotza dolorez urratzen, ta bere bularra golpez zatitzen deuanic: cergatic eztan negar eguiten deuanic Christo illic, ta Virgiña dolorez icusiaren damuz, ta urriquemenduz.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Ta possible ote da, au esan dedilla eguiaz, ta zeuen biotzac icararic artu eztezaela? nai ote dezue, ots deshonragarri au zuecgatic banatzea, ta zeuen contura joan ditezen Christoren eriotzea, ta bere amaren doloreac? ez arren, neure christau onac, ez Christoren odolagatic, ez Ama Virgiñaren doloreacgatic.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztegu mereci zeure seme alaba izatea; baña ala ere nai oi dezu dei zaguitzaten pecatarien ama.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	ô Jesus Virgiñaren semea, esan eguiozu berriro argaitzala bere semetzat: ô Maria Jesusen ama, izan zaite berriz gueure ama: izango guera zeure semeac, ez oraindaño bezala muquer, gogor, legue bague ta aiñ esquer gaistocoac, bai seme eguiazco, amoltsu, fiñ, leyal, beticoac.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztegu mereci zeure seme alaba izatea; baña ala ere nai oi dezu dei zaguitzaten pecatarien ama.
ere		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	ô Jesus Virgiñaren semea, esan eguiozu berriro argaitzala bere semetzat: ô Maria Jesusen ama, izan zaite berriz gueure ama: izango guera zeure semeac, ez oraindaño bezala muquer, gogor, legue bague ta aiñ esquer gaistocoac, bai seme eguiazco, amoltsu, fiñ, leyal, beticoac.
eztaucalá		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
ecertán		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Baña ez bide du Eusquéra gaisoác, are bere echápean, ez semê, ez adisquide biotz onéz nai dioníc: ta argátican daude guciac aiñ gueldi, aiñ isill, escúac tolesturic, naiz beztú ta ichùzquitu dezátela, naiz darabíltela óñen azpián.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Baña ez bide du Eusquéra gaisoác, are bere echápean, ez semê, ez adisquide biotz onéz nai dioníc: ta argátican daude guciac aiñ gueldi, aiñ isill, escúac tolesturic, naiz beztú ta ichùzquitu dezátela, naiz darabíltela óñen azpián.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Baña ez bide du Eusquéra gaisoác, are bere echápean, ez semê, ez adisquide biotz onéz nai dioníc: ta argátican daude guciac aiñ gueldi, aiñ isill, escúac tolesturic, naiz beztú ta ichùzquitu dezátela, naiz darabíltela óñen azpián.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Baña ez bide du Eusquéra gaisoác, are bere echápean, ez semê, ez adisquide biotz onéz nai dioníc: ta argátican daude guciac aiñ gueldi, aiñ isill, escúac tolesturic, naiz beztú ta ichùzquitu dezátela, naiz darabíltela óñen azpián.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	Esayóc, beguirá ditzalá hirequin bateán, naiz áurquez, naiz atzez, goitic, betíc, céarca, edo zucénca, eztic berdin idoróco beré erricó hitzen antzá deuanic, ta are guichiago iguerríco, itsúca badâ ere, cer esân nai deuán.
naiz		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	Esayóc, beguirá ditzalá hirequin bateán, naiz áurquez, naiz atzez, goitic, betíc, céarca, edo zucénca, eztic berdin idoróco beré erricó hitzen antzá deuanic, ta are guichiago iguerríco, itsúca badâ ere, cer esân nai deuán.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Belaunico Virgiñaren oñetan jarrico ote naiz? baña cer esango digot, oñacez, damuz, miñez gañez eguiñic badago? Graciaren escatzeac gogoratuco digo bere dolore gucien asiera, ta jaiotza, ta eztirudi ondo, nic aren miñac aunditzea.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Igoco ote naiz cerura? baña oraindio ichia dago, ta arria bezain gogor.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Cer eguingo det bada, edo norganaco naiz? Badaquit guero ere norgana: doloreen Amari eguin bear digot, ez besteri, graciaren escari au.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Belaunico Virgiñaren oñetan jarrico ote naiz? baña cer esango digot, oñacez, damuz, miñez gañez eguiñic badago? Graciaren escatzeac gogoratuco digo bere dolore gucien asiera, ta jaiotza, ta eztirudi ondo, nic aren miñac aunditzea.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Igoco ote naiz cerura? baña oraindio ichia dago, ta arria bezain gogor.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Cer eguingo det bada, edo norganaco naiz? Badaquit guero ere norgana: doloreen Amari eguin bear digot, ez besteri, graciaren escari au.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Belaunico Virgiñaren oñetan jarrico ote naiz? baña cer esango digot, oñacez, damuz, miñez gañez eguiñic badago? Graciaren escatzeac gogoratuco digo bere dolore gucien asiera, ta jaiotza, ta eztirudi ondo, nic aren miñac aunditzea.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Igoco ote naiz cerura? baña oraindio ichia dago, ta arria bezain gogor.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Cer eguingo det bada, edo norganaco naiz? Badaquit guero ere norgana: doloreen Amari eguin bear digot, ez besteri, graciaren escari au.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	Ni naiz nere pecatuaquin zeure semeari bicia quentzen digodana.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	Baña bildur naiz, eroriac daudela chitez ascó.
naiz		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta cer da au, ezpada adierazotzea, atseguiñ dezuela Christo gure Jauna illic icustea: badiozue, ondo dagocala, il dedilla, naibadeu, ala nai dezuela, ta naiz eztanda daguiela, baita il ere dedilla dolorez, ta miñez Virgiña guciz santea.
dala		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
dala		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Eguizue, emacumeac, beste emacume bat onela icusteaz; bai aldaquizue, zeuen gucien honragarria dala.
dala		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Bay, ama santea, negar eguin nai det, jaquiñez, cerbait gozatuco dizudala biotz samindu hori.
dala		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Bada, ene christauac, cer juicio zuezaz eguin aldaguiquet adiuntza onetan? Icusten dezue, Virgiña doloreen gueieguiaz ozta bici dala, cerren bere seme bacarrari bicia quendu dioen.
dala		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	Eta dalaric au eguia, eztezue arduraric artzen, ta guezurra baliz bezala, pecatu eriozcoan ondaturic zaute: ez lengoacgatic negar, bai berriro beste asco eguiten diarduzute.
aundi		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
aundi		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	, bacantzen cigola zaldun pilla aundi batzuetan bezala batallaren bat ematera diazenean,
aundi		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	Eriotz hura eguin berrian, gende guztiac sinistatu ceuan, Erregueac aguindu ta eguin zala: baña icusi cituanean Erreguearen miñ, negar, ta beste damu aundi, ta eguiazco baten señale aec, orduan conturatu zan gende gucia, ta ezagutu ceuan, etzeuala erregueac aguindu, alaco guizonari bicia quentzea,
aundi		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
aundi		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	Eztezu cer itandu gueiago norc zaituco zaituen; gueuc amodio aundiarequin, gueuc asnase, indar, bici guciarequin, emen diraugun artean graciaz, ta guero ceruan gloriaz.
chiqui		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Aiñ arró dabill, aiñ da bere-buru, aiñ berez, ta beré buruz beteá, ta üanditua dágo, non dirudién, iñor ere eztaucalá ecertán, naiz dala aundi, naiz chiqui.
chiqui		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	Beste damuz, ta miñez daudenac, negar eguiteaz arintzen oi deue beren biotzetaco pisu itogarria: baña Virgiñari quendu citzacola, dioe, are atseguin chiqui au, argan eguia izan cedin,
chiqui		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	Eguingo al digo bada alaco seme batec escari chiqui hori.
euscára		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Euscára da, gaitzic eguin baliò bézala, arén erábea, eta sayetsetic Euscáldunac ere bay.
gaitzic		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Euscára da, gaitzic eguin baliò bézala, arén erábea, eta sayetsetic Euscáldunac ere bay.
gaitzic		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	, cerren eriotzea eracarri diozuten Virginaren seme preciatuari, aita bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ere ez, onic asco beti eguiten dizuten Jaunari quendu digozue bicia: Baña cembat bider, ceiñ maiz, ceiñ itsusqui cein gauza chiquiacgatic? oi eta non da gueure lotsea? ô gueu Adanen ondorengoen artean esquer gaistoco humeac! gueure escuan dago graciarequin batean Virgiñari bere doloreac gozatzea, ta ecartea bere atseguiñac, eta pozaldiac: jarrai daguiogun Christori, Dauidec bezala, ojuca, ta negarca; artu daguiogun gueren biotzetan betico gorroto, ta etsaigo aundi bat pecatuari.
eguin		https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#5	Euscára da, gaitzic eguin baliò bézala, arén erábea, eta sayetsetic Euscáldunac ere bay.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	Argatic Jaincoaren semea, guc ecer mereci ez guenduela, guizon eguin, ta jarri zan balanzaren beste aldetic: eta nola cecartzien Jaincoaren indar guciac, jaso guinduen ceruraño, gueuntzan leicetic, jaisten, ta ondatzen ceuala bere burua, il ta lurperatu zanean.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	Gaur bada hitzeguin beardegu, Calvarioan ta gurutzearen ondoan bagueunde bezala, balanza au bere escutic quentzen diogula Virgiñari, ta artzen deuala bacoitzac bere escuan, pisatzeco aldebatetic Virgiñaren miñac, ta samiñac, damuac ta doloreac, bestetic gueren ajolacabea, ta ardurabaguea, eta cein esquer gaistocoac gueraden.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Baña cer da hori Virgiña guciz santea? cer esan nai digu zeure aurpeguiera damugarri orrec? Cerentzat dezu soñeco gaua dirudien hori? Cer eguin da zeure beguien gozoa? nora joan da zeure arpeguico edertasuna? non ezcutatu da zeure colorearen naste churigorri preciatu hura, edo nola dago aiñ itsusqui ubelduric? Oraindaño esan oi cideen, zeu ciñala araco ceruan beiñ batean aguertu zan señale aundia, izarrez burua, illarguiaz oñac, ta gorputz gucia eguzquiaz janci, ta ederturic ceucana.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	Eta badacust, utseguin ceueela.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Non da zeure seme bacarra? non zeure argui, zeure asnase, zeure bicia? Ote da gurutzean dagoan gorputz itsusi beztu hura? Oi eta hori orrela baldin bada, cein ur, ta sa- mur jarioco zaizcan negarrac bere beguietatic gueure erreguiñari! ô mocadera, lienzo churi alaco negar tantaz beté ta üanditu ciñatenac! norc emango liquet zuetatic bat, nere ezpañac uquitzeco, ta Virgiñaren negar inocenteaquin, gaitzbagueacquin, nere negar pecatariac nastutzeco? Cein dan latz eta gogor nere egungo bear gaya! ecin hitzic eguin daguiquet, graciac ezpadit laguntzen: ta eztet hura billatzeco nora nere burua irauli.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Otseguingo ote digot Aita eternoari? ay ene! arestian bere semea ez aditu nairic cegoan, ta nola adituco nau ni? Joango ote natzaca gurutzean dagoan gueure Erredentoreari? Bai, baña onezquero ausaz il da.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Cer eguingo det bada, edo norganaco naiz? Badaquit guero ere norgana: doloreen Amari eguin bear digot, ez besteri, graciaren escari au.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Non da zeure seme bacarra? non zeure argui, zeure asnase, zeure bicia? Ote da gurutzean dagoan gorputz itsusi beztu hura? Oi eta hori orrela baldin bada, cein ur, ta sa- mur jarioco zaizcan negarrac bere beguietatic gueure erreguiñari! ô mocadera, lienzo churi alaco negar tantaz beté ta üanditu ciñatenac! norc emango liquet zuetatic bat, nere ezpañac uquitzeco, ta Virgiñaren negar inocenteaquin, gaitzbagueacquin, nere negar pecatariac nastutzeco? Cein dan latz eta gogor nere egungo bear gaya! ecin hitzic eguin daguiquet, graciac ezpadit laguntzen: ta eztet hura billatzeco nora nere burua irauli.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Otseguingo ote digot Aita eternoari? ay ene! arestian bere semea ez aditu nairic cegoan, ta nola adituco nau ni? Joango ote natzaca gurutzean dagoan gueure Erredentoreari? Bai, baña onezquero ausaz il da.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	Cer eguingo det bada, edo norganaco naiz? Badaquit guero ere norgana: doloreen Amari eguin bear digot, ez besteri, graciaren escari au.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	Cer diardu bada zure amodioac? Cer esaten diozu? Aoaz isillic dago, baña biotzez, ta bien arteco hizcunderen batean, onela hitzeguin ceguiquion.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	Ay nere seme gozo, nere beguietaco argui, nere biciaren bicia! nola ifiñi zaituzten Adanen humeac! onelaco acabera bear ceuen asiera aiñ ederrac? pagu au mereci ceuen zeure oneguiñac? itsustasun au aingueruen edertasunac? eta il bear ceuanean, ecin bestela acaba citequean neure erreyetaco seme bacarra? Ay neure semea, ta jabea, nolacoa zaduzcaten guizonac, ta emacumeac? Cer eguin ote dezu? Cer pecatu, cer dollorqueria, cer gaiztaquerietan arquitu ote cera? Cer gaitz, cer calte eguin diezu guizonai? Certan ofenditu dituzu? Cergatic dizute gorrotó, ta etsaigo aiñ aundia? Ô emen ceraten aingueruac, beguira nolacoa dagoan zeuen criatzallea: aita eternoa, ona emen zeure semea illic, edo alde aldean, zeuri obeditzeagatic.
eguin		https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	Cer diardu bada zure amodioac? Cer esaten diozu? Aoaz isillic dago, baña biotzez, ta bien arteco hizcunderen batean, onela hitzeguin ceguiquion.
